"age","government_work","education","marital_status","occupation","relationship","ethnicity","gender","capital_gain","capital_loss","hours_per_week","income","country"
59,"Private","7th to 8th","Married civ spouse","Craft repair","Husband","White","Male",0,0,40,"<=50K","United States"
48,"Self emp inc","Prof to school","Married civ spouse","Prof specialty","Husband","White","Male",15024,0,40,">50K","United States"
53,"Self emp inc","Some to college","Married civ spouse","Exec managerial","Husband","White","Male",15024,0,50,">50K","United States"
18,"Private","HS to grad","Never married","Adm clerical","Own child","White","Male",0,0,25,"<=50K","United States"
50,"Private","Some to college","Married civ spouse","Sales","Husband","White","Male",0,0,45,">50K","United States"
63,NA,"11th","Married civ spouse",NA,"Husband","White","Male",0,0,40,"<=50K","United States"
38,"Self emp not inc","HS to grad","Married civ spouse","Craft repair","Husband","White","Male",4064,0,40,"<=50K","United States"
48,"Private","9th","Divorced","Sales","Not in family","White","Female",0,0,40,"<=50K","United States"
60,"Private","HS to grad","Married civ spouse","Craft repair","Husband","White","Male",0,0,40,"<=50K","United States"
30,NA,"HS to grad","Never married",NA,"Own child","White","Male",0,0,30,"<=50K","United States"
39,"Private","Bachelors","Married civ spouse","Sales","Husband","White","Male",0,0,60,">50K","United States"
55,"Local gov","Some to college","Married civ spouse","Prof specialty","Husband","White","Male",0,0,40,">50K","United States"
17,"Private","11th","Never married","Sales","Own child","White","Male",0,0,15,"<=50K","United States"
46,"Private","Bachelors","Married civ spouse","Sales","Husband","White","Male",0,0,55,">50K","United States"
50,"Private","HS to grad","Divorced","Sales","Unmarried","White","Female",0,0,65,"<=50K","United States"
32,"Private","Bachelors","Never married","Protective serv","Not in family","Black","Male",0,0,30,"<=50K","United States"
18,"Private","HS to grad","Never married","Other service","Own child","White","Female",0,0,40,"<=50K","United States"
34,"Private","HS to grad","Separated","Other service","Not in family","Black","Male",0,0,40,"<=50K","United States"
50,"Private","Bachelors","Divorced","Prof specialty","Not in family","White","Male",0,0,45,">50K","United States"
32,"Private","11th","Married civ spouse","Exec managerial","Husband","White","Male",0,0,55,"<=50K","United States"
23,"Local gov","Bachelors","Never married","Prof specialty","Not in family","Black","Female",0,0,40,"<=50K","United States"
26,"Private","Bachelors","Never married","Prof specialty","Not in family","White","Male",0,0,50,"<=50K","United States"
46,"Private","Assoc to acdm","Divorced","Prof specialty","Not in family","White","Female",0,0,50,"<=50K","United States"
43,"Self emp inc","Some to college","Married civ spouse","Sales","Husband","White","Male",0,0,55,"<=50K","United States"
32,"Private","HS to grad","Married civ spouse","Transport moving","Husband","White","Male",0,0,60,">50K","United States"
37,"State gov","Assoc to acdm","Divorced","Prof specialty","Unmarried","White","Female",0,0,38,"<=50K","United States"
48,"Private","Some to college","Married civ spouse","Transport moving","Husband","White","Male",0,0,45,">50K","United States"
28,"Private","Bachelors","Never married","Adm clerical","Not in family","White","Male",0,1408,40,"<=50K","United States"
43,"Private","HS to grad","Married civ spouse","Machine op inspct","Husband","White","Male",0,0,40,"<=50K","United States"
51,"Local gov","10th","Widowed","Other service","Not in family","White","Female",0,0,24,"<=50K","United States"
34,"State gov","Masters","Married civ spouse","Prof specialty","Husband","White","Male",0,0,50,">50K","United States"
34,"Private","HS to grad","Married civ spouse","Craft repair","Other relative","Amer Indian Eskimo","Male",0,0,40,"<=50K","United States"
41,"Private","Bachelors","Married civ spouse","Exec managerial","Husband","White","Male",0,0,60,">50K","United States"
53,"Private","10th","Divorced","Adm clerical","Unmarried","White","Female",0,0,48,"<=50K","United States"
18,"Private","HS to grad","Never married","Other service","Own child","White","Female",0,0,30,"<=50K","United States"
81,"Private","Bachelors","Widowed","Sales","Not in family","White","Male",0,0,50,">50K","United States"
40,"Private","Assoc to voc","Married civ spouse","Prof specialty","Husband","White","Male",0,0,40,"<=50K","United States"
26,"Private","Bachelors","Never married","Tech support","Own child","White","Female",0,0,35,"<=50K","United States"
20,"Private","Some to college","Never married","Tech support","Own child","White","Female",0,0,15,"<=50K","United States"
41,"Private","HS to grad","Never married","Sales","Not in family","White","Female",0,0,50,"<=50K","United States"
49,"State gov","Masters","Married civ spouse","Prof specialty","Husband","White","Male",0,0,45,">50K","United States"
22,"Private","Some to college","Never married","Other service","Not in family","White","Female",0,0,20,"<=50K","United States"
46,"Private","Bachelors","Divorced","Prof specialty","Not in family","White","Male",0,0,45,">50K","United States"
56,"Private","Some to college","Divorced","Exec managerial","Not in family","White","Female",0,1980,40,"<=50K","United States"
35,"Private","HS to grad","Married civ spouse","Exec managerial","Wife","White","Female",0,0,40,">50K","United States"
34,"Private","Bachelors","Separated","Exec managerial","Not in family","White","Female",0,0,35,"<=50K","United States"
29,"Local gov","Masters","Married civ spouse","Prof specialty","Wife","White","Female",0,0,40,">50K","United States"
35,"Private","Bachelors","Never married","Other service","Not in family","White","Male",0,0,37,"<=50K","United States"
29,"Private","Some to college","Married civ spouse","Exec managerial","Husband","White","Male",0,0,40,"<=50K","United States"
52,"Self emp not inc","Some to college","Married civ spouse","Exec managerial","Husband","White","Male",0,0,95,">50K","United States"
45,"Private","HS to grad","Married civ spouse","Craft repair","Husband","White","Male",0,0,40,"<=50K","United States"
43,"Private","HS to grad","Married civ spouse","Craft repair","Husband","Black","Male",0,0,40,"<=50K","United States"
35,NA,"HS to grad","Married civ spouse",NA,"Other relative","White","Female",0,0,25,"<=50K","United States"
21,NA,"Some to college","Never married",NA,"Own child","White","Male",0,0,20,"<=50K","United States"
35,"Private","10th","Never married","Other service","Own child","White","Male",0,0,40,"<=50K","United States"
30,"Private","HS to grad","Married civ spouse","Adm clerical","Husband","White","Male",0,0,40,"<=50K","United States"
29,"Private","Some to college","Never married","Other service","Other relative","White","Female",0,0,20,"<=50K","United States"
29,"State gov","10th","Never married","Other service","Own child","Black","Female",0,0,40,"<=50K","United States"
33,"Private","Bachelors","Never married","Exec managerial","Not in family","White","Female",0,0,40,"<=50K","United States"
17,"Private","10th","Never married","Other service","Own child","Black","Male",0,0,15,"<=50K","United States"
52,"Private","HS to grad","Divorced","Sales","Unmarried","White","Female",0,0,25,"<=50K","United States"
24,"Private","Some to college","Separated","Adm clerical","Unmarried","White","Female",0,0,35,"<=50K","United States"
32,"State gov","HS to grad","Married civ spouse","Transport moving","Husband","White","Male",0,0,40,">50K","United States"
40,"Private","Bachelors","Never married","Exec managerial","Not in family","White","Female",4650,0,48,"<=50K","United States"
33,"Private","Bachelors","Never married","Sales","Not in family","White","Female",0,0,40,"<=50K","United States"
30,"Private","7th to 8th","Never married","Craft repair","Not in family","White","Male",0,0,38,"<=50K","United States"
28,"Private","HS to grad","Never married","Adm clerical","Not in family","White","Male",0,0,40,"<=50K","United States"
62,"Without pay","Assoc to acdm","Married civ spouse","Farming fishing","Husband","White","Male",0,0,50,"<=50K","United States"
46,"Local gov","Bachelors","Married civ spouse","Protective serv","Husband","White","Male",15024,0,40,">50K","United States"
32,"Private","Assoc to voc","Never married","Tech support","Not in family","White","Female",0,0,64,"<=50K","United States"
26,"Private","HS to grad","Married civ spouse","Craft repair","Husband","White","Male",0,0,40,">50K","United States"
41,"Self emp inc","Bachelors","Married civ spouse","Prof specialty","Husband","White","Male",15024,0,40,">50K","United States"
57,"Federal gov","Some to college","Married civ spouse","Adm clerical","Husband","White","Male",0,0,40,">50K","United States"
52,"Private","Some to college","Married civ spouse","Sales","Husband","White","Male",7298,0,45,">50K","United States"
35,"Self emp not inc","Bachelors","Married civ spouse","Exec managerial","Husband","White","Male",0,0,50,">50K","United States"
19,"Private","HS to grad","Never married","Handlers cleaners","Own child","White","Male",0,0,16,"<=50K","United States"
49,"Private","Bachelors","Never married","Exec managerial","Not in family","White","Male",0,0,45,">50K","United States"
38,"Private","11th","Married civ spouse","Adm clerical","Wife","White","Female",0,0,32,"<=50K","United States"
30,"Private","HS to grad","Never married","Machine op inspct","Own child","White","Male",0,0,40,"<=50K","United States"
32,"Private","HS to grad","Married civ spouse","Exec managerial","Wife","White","Female",0,0,50,">50K","United States"
46,"Private","Assoc to voc","Never married","Exec managerial","Own child","White","Female",0,0,40,"<=50K","United States"
22,"Private","HS to grad","Never married","Farming fishing","Not in family","White","Male",0,0,50,"<=50K","United States"
47,"Local gov","Some to college","Married civ spouse","Protective serv","Husband","White","Male",0,0,50,"<=50K","United States"
57,"Self emp not inc","Some to college","Married civ spouse","Sales","Wife","White","Female",0,0,25,">50K","United States"
47,"Private","Some to college","Divorced","Adm clerical","Unmarried","Black","Female",0,0,40,"<=50K","United States"
41,"Private","Bachelors","Married civ spouse","Prof specialty","Husband","White","Male",0,0,56,">50K","United States"
36,"Local gov","HS to grad","Married civ spouse","Transport moving","Husband","White","Male",0,0,40,"<=50K","United States"
32,"Private","Bachelors","Married civ spouse","Farming fishing","Husband","White","Male",0,0,60,"<=50K","United States"
36,"Self emp inc","HS to grad","Married civ spouse","Farming fishing","Husband","White","Male",0,0,45,"<=50K","United States"
64,"Private","HS to grad","Married civ spouse","Craft repair","Husband","White","Male",2635,0,40,"<=50K","United States"
17,"Private","10th","Never married","Other service","Own child","White","Male",0,0,15,"<=50K","United States"
23,"Private","Some to college","Never married","Adm clerical","Own child","White","Female",0,0,15,"<=50K","United States"
40,"Private","Some to college","Divorced","Adm clerical","Unmarried","White","Female",914,0,40,"<=50K","United States"
42,"State gov","Bachelors","Married civ spouse","Exec managerial","Husband","White","Male",15024,0,50,">50K","United States"
37,"Self emp not inc","HS to grad","Married civ spouse","Other service","Husband","White","Male",0,0,42,"<=50K","United States"
35,"Federal gov","Some to college","Never married","Handlers cleaners","Unmarried","White","Female",0,0,40,"<=50K","United States"
56,"Self emp not inc","HS to grad","Divorced","Other service","Not in family","White","Male",0,0,50,"<=50K","United States"
